text,label,raw_label,true_label,true_name,pred_label,pred_name,prob_0_负向,prob_1_正向
"味道还可以,大酱汤汤多料少,土豆比较多水果沙拉还不错",0,0,0,负向,1,正向,0.3349180519580841,0.6650819182395935
商家真的很在意备注留言，米饭给的很多，不要辣椒一点辣椒都没放。小黄鱼也没给炸干。就是觉得这次油不太好,1,1,1,正向,0,负向,0.9380976557731628,0.06190235912799835
点的抹茶星冰乐，系统自动变成别的。客服沟通无效，自己出现bug居然无法更改,0,0,0,负向,1,正向,0.3783704340457916,0.621629536151886
备注写明要热饮，还送来加冰的！,0,0,0,负向,1,正向,0.4246584475040436,0.5753415822982788
宫保鸡丁吃着一般，不太好吃，下次换别的口味！,0,0,0,负向,1,正向,0.33779627084732056,0.6622037291526794
送货速度很快，味道一般。,0,0,0,负向,1,正向,0.12565885484218597,0.8743411302566528
青菜太老，煮的时间太长连菜花都煮飞了！还是不要外送的好。,0,0,0,负向,1,正向,0.25497034192085266,0.7450296878814697
豆子特别硬，压根看不见肉,0,0,0,负向,1,正向,0.21988072991371155,0.7801192402839661
除了粉之外，其他的配菜有点老,0,0,0,负向,1,正向,0.36654770374298096,0.6334523558616638
速度太慢，味道还行。,0,0,0,负向,1,正向,0.4371373653411865,0.5628626942634583
1点下单，3点送到，百度外卖改名叫饿死了得了，客服态度恶劣,0,0,0,负向,1,正向,0.4764915704727173,0.5235084295272827
"没有想象中好吃,没味道,可能,鱼香好吃点",0,1,0,负向,1,正向,0.2656714618206024,0.73432856798172
比蜗牛还慢，送到的时候粥都撒了,0,0,0,负向,1,正向,0.4446934163570404,0.5553064942359924
包装牛逼，送餐速度……咳咳……,0,0,0,负向,1,正向,0.36130478978157043,0.6386951208114624
送餐速度很快，但南瓜粥馊了还送！,0,0,0,负向,1,正向,0.12389887124300003,0.8761011362075806
速度很快，就是蔬菜沙拉没有酱，也没有筷子和勺,0,0,0,负向,1,正向,0.29051390290260315,0.7094860672950745
2小时到的，不过快递小哥挺辛苦的,0,0,0,负向,1,正向,0.4120613634586334,0.587938666343689
太油了，这哪里是牛肉汤,0,0,0,负向,1,正向,0.4620479941368103,0.5379520654678345
我点的一个扁豆焖面套餐，还单点了一个奶茶，还有一个煎饼，结果只给我了一杯奶茶，套餐的可乐没给我，客服电话还老打不通，送餐师傅也不容易，算了，习惯好评。希望店家能在网页上留下送餐师傅的电话好即时联系。,1,1,1,正向,0,负向,0.6762465834617615,0.3237534761428833
师傅很辛苦啊，找了一个小时才找到地儿，结果已经到下午了，吃不了了。辛苦师傅了,1,1,1,正向,0,负向,0.6907467246055603,0.3092532753944397
粥有些腥，饼有点腻,1,1,1,正向,0,负向,0.6343690156936646,0.36563101410865784
薯条皮了，奶酪棒没味道,0,1,0,负向,1,正向,0.3317464292049408,0.6682536005973816
量少，不怎么好吃，太干了,0,0,0,负向,1,正向,0.4348578453063965,0.5651422142982483
很棒，除了自己和老妈做的，也就他家的饭菜让我觉得可口了,1,1,1,正向,0,负向,0.8590407967567444,0.14095920324325562
什锦蘑菇有些腻，饭量挺大的…,1,1,1,正向,0,负向,0.8101696372032166,0.18983034789562225
"香锅味道与川成元味道相差甚远,无餐具,包装袋也不是川成园的！！",0,0,0,负向,1,正向,0.26051202416419983,0.7394879460334778
粥很稀，卷饼厚，内容少，等待时间太漫长，服务态度还不错,0,0,0,负向,1,正向,0.12865050137043,0.8713495135307312
味道很好，分量好像比在店吃的少。,0,0,0,负向,1,正向,0.03430492430925369,0.9656950831413269
第一次点餐，太惊艳了，在这种雾霾天，下单之后20分钟就送到了，还没品尝，直接全给五星好评，外卖小哥辛苦了，你们要注意身体哦，么么哒,1,1,1,正向,0,负向,0.8883739709854126,0.11162605881690979
送餐及时，可以说很快！大冷的天儿还能保证食物温度真的很感谢配餐小哥儿，更好的是服务还周到,1,1,1,正向,0,负向,0.8315067887306213,0.16849318146705627
紫苏黄瓜油大了点。烧椒皮蛋醋多了辣椒吃起来发酸,1,1,1,正向,0,负向,0.5610400438308716,0.4389599561691284
送餐服务很差,0,0,0,负向,1,正向,0.44855377078056335,0.551446259021759
简直太好吃，不过我弄了一裤子油TAT皮蛋瘦肉粥棒棒哒！,1,1,1,正向,0,负向,0.7848148345947266,0.21518518030643463
"菜很便宜,也很实惠,个人认为以后不会再定了",0,0,0,负向,1,正向,0.46565407514572144,0.5343458652496338
鱼香肉丝味道完全不对，饼很硬,0,0,0,负向,1,正向,0.329754501581192,0.6702455282211304
量少啦点，,0,0,0,负向,1,正向,0.4365540146827698,0.5634459257125854
吃完一会就肚子疼，过一会就拉稀了，不想再说了，你明白吗,0,0,0,负向,1,正向,0.055675145238637924,0.9443249106407166
"肉夹馍是脆皮的,味道还可以,凉皮子一般,油条不错",0,0,0,负向,1,正向,0.23239710927009583,0.7676028609275818
金手勺店内的菜不错来着，为什么外卖的这么差，都没我做的好吃，真的不想再评价！,0,0,0,负向,1,正向,0.38795533776283264,0.612044632434845
还不错，就是时间太长了，催单两次，菜味道还不错,0,0,0,负向,1,正向,0.29615339636802673,0.7038465738296509
不好吃，酸,0,0,0,负向,1,正向,0.4264305531978607,0.5735694169998169
宇宙还是一如既往的给力！继续！,1,1,1,正向,0,负向,0.585316002368927,0.414683997631073
肘子肉的很好，素的基本没有菜，只放了酱。送货速度还可以。不到一小时就到了。,1,1,1,正向,0,负向,0.8157227635383606,0.1842772662639618
昨天送的肉丝的大,0,0,0,负向,1,正向,0.3417288362979889,0.658271074295044
好快，谢谢百度骑士,1,1,1,正向,0,负向,0.5155519247055054,0.4844481348991394
东西挺好，有点儿辣有点儿咸。送餐速度慢哭了。。。。。。,0,0,0,负向,1,正向,0.16340336203575134,0.8365966081619263
"味道就那样把,盖浇饭挺难吃的",0,0,0,负向,1,正向,0.4442063271999359,0.5557937026023865
饭和丸子是热的，大酱汤冰凉，外卖小哥挺好,0,0,0,负向,1,正向,0.11763465404510498,0.8823652863502502
不到半个小时就送到了，超快,1,1,1,正向,0,负向,0.8831384181976318,0.11686157435178757
煲仔饭一如既往的好吃，但是鸡煲味道一般!,0,0,0,负向,1,正向,0.11640133708715439,0.8835986256599426
没有店里的好吃,0,0,0,负向,1,正向,0.4599040448665619,0.5400959849357605
还好吧。饼的口味差点儿,1,1,1,正向,0,负向,0.6245773434638977,0.37542274594306946
速度很快，但是鴨脖口味你確定給我拿對了？！,0,0,0,负向,1,正向,0.26183274388313293,0.7381672859191895
口味一般，价格便宜，饭菜分装，包装很好，送的及时，性价比高。,0,0,0,负向,1,正向,0.07242653518915176,0.9275734424591064
味道不如从前了，是不是换厨师了,0,0,0,负向,1,正向,0.4140022397041321,0.5859977602958679
味道还不错，包装也不错，套餐有皮蛋瘦肉粥和老醋花生，但是送餐时间实在是有点不能忍。。。望改进,0,0,0,负向,1,正向,0.29703375697135925,0.7029662728309631
送货人员服务很好，只是点的菜品一般,0,0,0,负向,1,正向,0.06815268844366074,0.931847333908081
煎饼不适合外卖，时间稍长就软塌了，,1,1,1,正向,0,负向,0.8050054907798767,0.1949945092201233
没有放辣椒，吃着不是很爽,1,1,1,正向,0,负向,0.8779091238975525,0.1220909059047699
味道一般为什么没有酱……,1,1,1,正向,0,负向,0.7691103219985962,0.23088961839675903
卷很好吃，雞腿就沒什麼入味了，推薦到店裡面吃吧，送餐太慢了，如果是生意太好配送有困難，建議之後取消配送服務，別送了。,0,0,0,负向,1,正向,0.320974200963974,0.6790258288383484
送餐小哥好帅好帅！！他说希望给好评那就一定是好评好评！！,1,1,1,正向,0,负向,0.8477193117141724,0.15228067338466644
外卖员不进园区,0,0,0,负向,1,正向,0.47709354758262634,0.5229064226150513
真的优惠！！送的不慢！！,1,1,1,正向,0,负向,0.6128057241439819,0.3871942460536957
送外卖的小哥不认路啊，等的有点久啊,1,1,1,正向,0,负向,0.8314484357833862,0.16855154931545258
很失望，不好吃。,0,0,0,负向,1,正向,0.37851738929748535,0.6214826107025146
很喜欢，一周已经喝了四次了。最爱手榨柠檬绿,1,1,1,正向,0,负向,0.7021043300628662,0.297895610332489
很快，而且送了番茄酱和纸巾,1,1,1,正向,0,负向,0.5770692229270935,0.42293083667755127
石锅饭还是不好外卖～五花肉是半熟的，吃了一块一会就拉肚子了……还是应该在石锅里焖熟再吃比较好,0,0,0,负向,1,正向,0.08589981496334076,0.9141002297401428
傻x外卖，送餐速度跟sh1t一样,0,0,0,负向,1,正向,0.100107841193676,0.8998920917510986
"你家不看备注的吗？我说了装两个袋,帮别人买的,还用一个袋,我怎么拿啊",1,1,1,正向,0,负向,0.9324674606323242,0.06753253191709518
包装挺好，土豆肉丝卷饼中的肉丝都是肥的，不好吃，土豆丝也一般,0,0,0,负向,1,正向,0.11595018208026886,0.8840497732162476
配送速度有点慢,0,0,0,负向,1,正向,0.47798827290534973,0.5220116972923279
配送员像2B一样，少了那么多东西也不看看就送，然后一脸不关我事的样子，真心让人受不了！麻烦招配送员的时候也用点心好吗，这个实在是太气人了，送不来爱少不少，爱吃不吃的样子很想让人抽他！,0,0,0,负向,1,正向,0.02720080129802227,0.9727991819381714
味道不是太好,0,0,0,负向,1,正向,0.35458463430404663,0.6454153656959534
"送的挺快的,但是吃完发现拿错了怪不得感觉好小,我点的双层,送的是单层",0,0,0,负向,1,正向,0.4598659873008728,0.540134072303772
稍微有点咸了,0,0,0,负向,1,正向,0.450824111700058,0.5491757988929749
請不要拿放很久的星冰樂欺騙消費者，喝到都是水,0,0,0,负向,1,正向,0.326599657535553,0.6734002828598022
还行，就是速度好慢，一个多小时,1,1,1,正向,0,负向,0.6289170980453491,0.37108293175697327
不要辣，结果全是辣,0,0,0,负向,1,正向,0.37669306993484497,0.623306930065155
饭菜做的不错，送餐速度有些慢，要是能快些就好了,0,0,0,负向,1,正向,0.09885020554065704,0.9011498093605042
送餐超级超级超级超级慢，10点30下的单快1点了才收到。。,0,0,0,负向,1,正向,0.28262707591056824,0.7173729538917542
估计是太远，不过味道倒是令人惊喜啊,1,1,1,正向,0,负向,0.5436423420906067,0.4563576281070709
"饺子不难吃，就是有点少,拉皮一般",0,0,0,负向,1,正向,0.35528817772865295,0.6447118520736694
实物与照片差距太大！！,0,0,0,负向,1,正向,0.29471299052238464,0.705286979675293
"送得太快了,快哭了",1,1,1,正向,0,负向,0.6154575943946838,0.38454243540763855
肉比较多，不过比较油腻，一个感觉不是太饱,1,1,1,正向,0,负向,0.691817045211792,0.3081830143928528
送达晚了些，但是送了一瓶饮料，心情舒缓了些，好评,1,1,1,正向,0,负向,0.5542823076248169,0.4457176625728607
"离学校近,很方便",1,1,1,正向,0,负向,0.5792600512504578,0.4207399785518646
牛蛙就三块.真的,0,0,0,负向,1,正向,0.4260905981063843,0.5739094018936157
外送小伙儿很逗,1,1,1,正向,0,负向,0.5953810811042786,0.40461891889572144
还好，就是送的有点慢，饼都没有嚼劲了。,1,1,1,正向,0,负向,0.6961845755577087,0.3038153648376465
"送的挺快的,但是饼子不热,夹得肉好少没以前吃的时候多了",0,0,0,负向,1,正向,0.3574996292591095,0.6425003409385681
别的都很好，就是汤洒了。。。,0,0,0,负向,1,正向,0.13030239939689636,0.8696975708007812
比别家鸡排小,1,1,1,正向,0,负向,0.5326094031333923,0.46739062666893005
今天送的挺早。。。。。。,1,1,1,正向,0,负向,0.5532312393188477,0.44676870107650757
梅菜好多，海带味道怪怪的,0,0,0,负向,1,正向,0.33691641688346863,0.663083553314209
扣肉好吃，红烧鱼块刺多味道也不好吃。,0,0,0,负向,1,正向,0.0970117524266243,0.9029881954193115
很快。而且我就在一楼今天第一次给我送上门了，之前两次都是自己出去拿的,1,1,1,正向,0,负向,0.8239865899085999,0.17601341009140015
"饭店给下错单了,少送了2份,并且态度非常不好,配送员态度非常好,希望改善一下饭店的服务态度",0,0,0,负向,1,正向,0.13876411318778992,0.8612358570098877
海参怎么是生的，没法吃，郁闷,0,0,0,负向,1,正向,0.3112069070339203,0.6887930631637573
每次都棒哒哒的！超赞！,1,1,1,正向,0,负向,0.7537104487419128,0.24628953635692596
量多味美，送餐大叔还给送上楼了，以后还来，好评,1,1,1,正向,0,负向,0.5732572078704834,0.4267427623271942
肥牛有点硬,0,0,0,负向,1,正向,0.4043639004230499,0.5956360697746277
味道不错，多放蔬菜会更好吃，但是突然发现里面有一条头发，有点那种感觉，你懂的，以后多注意点，做饭的人把帽子带好，千万别再发生这样的事,0,0,0,负向,1,正向,0.05635662376880646,0.94364333152771
意面好难吃,0,0,0,负向,1,正向,0.38699430227279663,0.6130056977272034
3个小时……,1,1,1,正向,0,负向,0.7667345404624939,0.2332654595375061
调味还不错，牛蛙肉老，米饭不好吃,0,0,0,负向,1,正向,0.3144401013851166,0.685559868812561
大盘鸡没面,0,0,0,负向,1,正向,0.4475073516368866,0.552492618560791
送餐超慢，对店家真是无语了。,0,0,0,负向,1,正向,0.38165441155433655,0.6183456182479858
饺子很不错，就是送餐的太慢了，下次希望百度能快一点,0,0,0,负向,1,正向,0.21393579244613647,0.7860641479492188
"有点凉了,煎饼不热乎就好吃了,不过能在这雨夹雪的夜晚在屋里等待晚餐也是很爽的一件事儿",1,1,1,正向,0,负向,0.90883469581604,0.09116533398628235
味道一般。没有想象的好吃。,1,1,1,正向,0,负向,0.6041748523712158,0.3958251178264618
物美价廉！,1,1,1,正向,0,负向,0.5844743847846985,0.41552555561065674
难吃的要死，番茄酱在热的东西里面一闷，再加上闷软的生菜产生的味道，令人作呕,0,0,0,负向,1,正向,0.36196616291999817,0.6380338668823242
排骨饭油腻的很,0,0,0,负向,1,正向,0.4900132119655609,0.5099868178367615
"点的烧烤,特意电话告诉要微微辣,结果还是很辣,尤其是牛板筋,辣的没法吃",0,0,0,负向,1,正向,0.07239712029695511,0.9276028871536255
"为何没有发票,为何不开发票",1,1,1,正向,0,负向,0.8360203504562378,0.16397970914840698
味道还不错，就是菜品制作下一步就订单完成可以评价。。有点。。,0,0,0,负向,1,正向,0.12365194410085678,0.876348078250885
快递员挺好，速度挺快,0,0,0,负向,1,正向,0.036603208631277084,0.9633967876434326
一个字：次,0,0,0,负向,1,正向,0.44408565759658813,0.5559143424034119
蟑螂还成对儿的啊,0,0,0,负向,1,正向,0.47823065519332886,0.5217693448066711
不错，服务很好,0,0,0,负向,1,正向,0.03547115996479988,0.9645288586616516
感谢送餐员大下雨就来,0,0,0,负向,1,正向,0.40864214301109314,0.5913578271865845
为什么圣代没有勺子？,1,1,1,正向,0,负向,0.8287286162376404,0.171271413564682
粥木有勺子,1,1,1,正向,0,负向,0.6037435531616211,0.3962564468383789
面条给的少，我饭量大，吃不饱。味道挺好。,0,0,0,负向,1,正向,0.3113836944103241,0.6886162757873535
点了太多次了，味道很香,1,1,1,正向,0,负向,0.5105283260345459,0.4894716739654541
京酱肉丝太咸了,1,1,1,正向,0,负向,0.7865004539489746,0.2134995013475418
不是自己吃的。。不过应该很好吃吧。。不然朋友也不会经常订这个啦~~,1,1,1,正向,0,负向,0.5134039521217346,0.48659607768058777
送餐超级慢,0,0,0,负向,1,正向,0.45028388500213623,0.5497161149978638
快递服务差，提前俩小时订餐，晚了二十分钟，味道一般,0,0,0,负向,1,正向,0.38643649220466614,0.6135635375976562
我说辣一点是在凉面里。卷饼里的全部都是辣椒超级啦只有两片都是肥肉。啦的我喷火其他还好啦。吃了你家很多次了怎么能这样伤人心啊,1,1,1,正向,0,负向,0.9363329410552979,0.06366705894470215
订了个京酱肉丝，送来个鱼香肉丝,1,1,1,正向,0,负向,0.6838206052780151,0.3161793649196625
还不错，送餐师傅很给力！,0,0,0,负向,1,正向,0.15779608488082886,0.8422039151191711
餐不错，速度慢,0,0,0,负向,1,正向,0.22870850563049316,0.7712914943695068
粉很好吃，就是配送员找不到位置还一直埋怨，送来时已经坨了！,0,0,0,负向,1,正向,0.1522304266691208,0.847769558429718
我的午餐首选品牌…,1,1,1,正向,0,负向,0.7310833930969238,0.26891663670539856
包装不错，口味一般。,0,0,0,负向,1,正向,0.20460684597492218,0.795393168926239
"态度很好,地址填错了还是给我跑了一趟,没有表现出不愿意的样子,为了这个快递员,我写了评论",1,1,1,正向,0,负向,0.8093151450157166,0.19068484008312225
总体还好了，就是油太大…,0,0,0,负向,1,正向,0.3876168727874756,0.6123831272125244
送的挺快的,0,0,0,负向,1,正向,0.3797174096107483,0.6202826499938965
好吃！速度！包装也有品质，不出家门就能吃到餐厅的味道！,1,1,1,正向,0,负向,0.5371289849281311,0.4628709852695465
味道很不错，不过包装真的是越来越差了，之前高大上的牛皮纸袋也没了。送餐太慢。,0,0,0,负向,1,正向,0.42744752764701843,0.572552502155304
我订的是套餐，怎么只给我送单点的？,1,1,1,正向,0,负向,0.9504437446594238,0.049556270241737366
注明了不要辣，可还是辣的,0,0,0,负向,1,正向,0.35110703110694885,0.6488929986953735
配送速度很慢。,0,0,0,负向,1,正向,0.3585256338119507,0.6414743661880493
菜挺好的，就是太慢，一个多小时才到,1,1,1,正向,0,负向,0.6514900326728821,0.34850990772247314
蔬菜沙拉没送,0,0,0,负向,1,正向,0.49565401673316956,0.5043460130691528
非常感谢百度外卖的服务，大哥因为找不到地方饶了大半个圈。,1,1,1,正向,0,负向,0.6318355798721313,0.36816439032554626
怎么说呢，最满意的是包装，哈哈，味道和想象的差好远，饼好硬，哎╮(╯▽╰)╭，不过挺便宜的,0,0,0,负向,1,正向,0.04765276610851288,0.9523472785949707
配送大哥服务态度差,0,0,0,负向,1,正向,0.4803086519241333,0.5196913480758667
物有所值，很给力,1,1,1,正向,0,负向,0.5539298057556152,0.4460701644420624
老汤捞饭味道有点奇怪，有点咸,0,0,0,负向,1,正向,0.3106568455696106,0.6893430948257446
周末值班的首选,1,1,1,正向,0,负向,0.6522430777549744,0.34775686264038086
有点凉，吃到几口有淡淡糊味的，其他的都很好。,1,1,1,正向,0,负向,0.6149107813835144,0.3850891888141632
肘子有点腻,0,0,0,负向,1,正向,0.47168776392936707,0.5283122062683105
味道很淡，毛肚很硬，整份菜没有什么香味。配送很快。,0,0,0,负向,1,正向,0.3436327278614044,0.6563672423362732
没有到店好吃，区别好大，,0,0,0,负向,1,正向,0.32965609431266785,0.6703439950942993
今天的土豆是烂的，而且没有一滴油！！！,1,1,1,正向,0,负向,0.9688573479652405,0.031142719089984894
好奇怪的味道,0,0,0,负向,1,正向,0.10757917910814285,0.8924208879470825
家里人都吃的跟满意，十分,1,1,1,正向,0,负向,0.5424992442131042,0.45750072598457336
送的有点慢，总体评价还行,0,0,0,负向,1,正向,0.2601129412651062,0.739886999130249
什么玩意，清汤寡水的！,0,0,0,负向,1,正向,0.45494407415390015,0.5450559258460999
还不错！这次点的是饭，没有立减的话，那就不值二十元这个价！,1,1,1,正向,0,负向,0.8451592922210693,0.15484079718589783
越来越慢了呢,1,1,1,正向,0,负向,0.8289122581481934,0.17108774185180664
"菜的质量挺好,送餐很差味道比一般好些",0,0,0,负向,1,正向,0.10784915089607239,0.8921508193016052
"等两个小时多,差点没饿死",1,1,1,正向,0,负向,0.8665223717689514,0.13347765803337097
订过一次不想第二次,0,0,0,负向,1,正向,0.466709703207016,0.5332903265953064
还不错，速度很快,0,0,0,负向,1,正向,0.07544916868209839,0.9245508313179016
"多搞活动哦,尖椒土豆丝没有味道。",1,1,1,正向,0,负向,0.6324881315231323,0.3675118386745453
送货速度快，服务不错。就是饭比较难吃,0,0,0,负向,1,正向,0.06900739669799805,0.9309925436973572
"鱼很腥。豆角也没上次好吃，很老,不会再来了",0,0,0,负向,1,正向,0.132253497838974,0.8677465319633484
还可以，就是量小点,0,0,0,负向,1,正向,0.4943391680717468,0.5056608319282532
速度有点慢,0,0,0,负向,1,正向,0.4173237979412079,0.5826762318611145
尖椒土豆丝不好吃，别的都不错,0,1,0,负向,1,正向,0.18596328794956207,0.8140367269515991
包装的是不错的，但是这个肘子卷味道是真的不敢恭维。下次不会来了。,1,1,1,正向,0,负向,0.5621813535690308,0.43781858682632446
这个味道一般，不喜欢,1,1,1,正向,0,负向,0.6441001296043396,0.355899840593338
味道好，送的也不慢，就是包装不严实，一个纸袋子也不封口,0,0,0,负向,1,正向,0.22858498990535736,0.7714149951934814
送餐太差，送餐人素质太差,0,0,0,负向,1,正向,0.42993268370628357,0.5700673460960388
第二次吃，味道非常好。开始想买20张馅饼带回家，但是系统默认两个馅饼一个餐盒，想想要来10个餐盒有点恐惧只能作罢。请系统升级一下使包装可选。谢谢！,1,1,1,正向,0,负向,0.6497312188148499,0.35026881098747253
卷饼味道有点淡，肘子瘦肉有点多，太有嚼劲,0,0,0,负向,1,正向,0.3717491626739502,0.6282508969306946
担担面外卖过来就是一坨,0,0,0,负向,1,正向,0.2907000184059143,0.7092999219894409
烤馒头片太难吃了，感觉像没烤一样。手撕包菜太油...蜜汁鸡翅很好吃，但越来越小。烤虾也不错。烤尖椒插了一个根部都带着籽怎么吃嘛！,0,0,0,负向,1,正向,0.07001446187496185,0.929985523223877
送餐速度很慢，菜量小，菜品也太差，根本对不起这个价钱。,0,0,0,负向,1,正向,0.23410320281982422,0.7658967971801758
味道还行，但是送得好慢,1,1,1,正向,0,负向,0.525913417339325,0.47408655285835266
什么牛肉？嚼不动，没法吃,0,0,0,负向,1,正向,0.44927388429641724,0.5507261157035828
"送餐师傅很快,可是菜品一般,感觉都不新鲜",1,1,1,正向,0,负向,0.7655107378959656,0.2344892919063568
"我想说我的皮蛋瘦肉粥呢,就光把卷饼送来了,粥呢？",1,1,1,正向,0,负向,0.9560185670852661,0.04398135840892792
