text,label,raw_label,true_label,true_name,pred_label,pred_name,prob_0_负向,prob_1_正向
商家真的很在意备注留言，米饭给的很多，不要辣椒一点辣椒都没放。小黄鱼也没给炸干。就是觉得这次油不太好,1,1,1,正向,0,负向,0.8489555716514587,0.15104444324970245
点的抹茶星冰乐，系统自动变成别的。客服沟通无效，自己出现bug居然无法更改,0,0,0,负向,1,正向,0.3890550136566162,0.6109449863433838
宫保鸡丁吃着一般，不太好吃，下次换别的口味！,0,0,0,负向,1,正向,0.23748190701007843,0.7625181078910828
送货速度很快，味道一般。,0,0,0,负向,1,正向,0.12068738043308258,0.8793126344680786
豆子特别硬，压根看不见肉,0,0,0,负向,1,正向,0.2532804012298584,0.7467196583747864
除了粉之外，其他的配菜有点老,0,0,0,负向,1,正向,0.42646580934524536,0.5735341310501099
速度太慢，味道还行。,0,0,0,负向,1,正向,0.25799116492271423,0.7420088648796082
"差评,不好吃,袋子弄的全是麻酱",0,0,0,负向,1,正向,0.4094560146331787,0.5905439853668213
一般般，凉菜，笋丝和木耳味道不好,0,0,0,负向,1,正向,0.41552039980888367,0.5844796299934387
"没有想象中好吃,没味道,可能,鱼香好吃点",0,1,0,负向,1,正向,0.2353975772857666,0.7646023631095886
比蜗牛还慢，送到的时候粥都撒了,0,0,0,负向,1,正向,0.4774993062019348,0.5225006937980652
包装牛逼，送餐速度……咳咳……,0,0,0,负向,1,正向,0.35170429944992065,0.6482957005500793
不怎么好吃，卷饼一点也没味，石锅饭也是，太难吃了，下次一定不会在吃,0,0,0,负向,1,正向,0.4946008324623108,0.505399227142334
送餐速度很快，但南瓜粥馊了还送！,0,0,0,负向,1,正向,0.20899698138237,0.7910030484199524
速度很快，就是蔬菜沙拉没有酱，也没有筷子和勺,0,0,0,负向,1,正向,0.37518221139907837,0.6248177289962769
送餐超慢，里面披萨怎么分开了？,0,0,0,负向,1,正向,0.4633457064628601,0.5366543531417847
太油了，这哪里是牛肉汤,0,0,0,负向,1,正向,0.372083842754364,0.627916157245636
我点的一个扁豆焖面套餐，还单点了一个奶茶，还有一个煎饼，结果只给我了一杯奶茶，套餐的可乐没给我，客服电话还老打不通，送餐师傅也不容易，算了，习惯好评。希望店家能在网页上留下送餐师傅的电话好即时联系。,1,1,1,正向,0,负向,0.8257020711898804,0.17429795861244202
师傅很辛苦啊，找了一个小时才找到地儿，结果已经到下午了，吃不了了。辛苦师傅了,1,1,1,正向,0,负向,0.739122748374939,0.26087722182273865
粥有些腥，饼有点腻,1,1,1,正向,0,负向,0.6472842693328857,0.35271573066711426
薯条皮了，奶酪棒没味道,0,1,0,负向,1,正向,0.2778225243091583,0.7221774458885193
量少，不怎么好吃，太干了,0,0,0,负向,1,正向,0.3224792778491974,0.677520751953125
很棒，除了自己和老妈做的，也就他家的饭菜让我觉得可口了,1,1,1,正向,0,负向,0.8392458558082581,0.16075412929058075
什锦蘑菇有些腻，饭量挺大的…,1,1,1,正向,0,负向,0.7690011262893677,0.23099887371063232
"香锅味道与川成元味道相差甚远,无餐具,包装袋也不是川成园的！！",0,0,0,负向,1,正向,0.2783716320991516,0.7216283679008484
粥很稀，卷饼厚，内容少，等待时间太漫长，服务态度还不错,0,0,0,负向,1,正向,0.2471427619457245,0.7528572678565979
味道很好，分量好像比在店吃的少。,0,0,0,负向,1,正向,0.05516033247113228,0.9448397159576416
忘记说甜酱和辣酱多加了，呵呵，新款很不错，配菜丰富很好吃！！,1,1,1,正向,0,负向,0.650105893611908,0.34989413619041443
第一次点餐，太惊艳了，在这种雾霾天，下单之后20分钟就送到了，还没品尝，直接全给五星好评，外卖小哥辛苦了，你们要注意身体哦，么么哒,1,1,1,正向,0,负向,0.8735299110412598,0.12647007405757904
味道不错，但是送餐太慢了，而且说好的延时赔偿呢？,0,0,0,负向,1,正向,0.3710242211818695,0.6289758682250977
