text,label,raw_label,true_label,true_name,pred_label,pred_name,prob_0_负向,prob_1_正向
"味道还可以,大酱汤汤多料少,土豆比较多水果沙拉还不错",0,0,0,负向,1,正向,0.21051590144634247,0.7894840836524963
商家真的很在意备注留言，米饭给的很多，不要辣椒一点辣椒都没放。小黄鱼也没给炸干。就是觉得这次油不太好,1,1,1,正向,0,负向,0.9887943863868713,0.011205683462321758
送货速度很快，味道一般。,0,0,0,负向,1,正向,0.3114524185657501,0.6885475516319275
豆子特别硬，压根看不见肉,0,0,0,负向,1,正向,0.2866160571575165,0.7133839130401611
除了粉之外，其他的配菜有点老,0,0,0,负向,1,正向,0.2010883390903473,0.7989116907119751
还行吧，份量挺大，就是煎饼里的油条都蔫了。整个煎饼被挤成了一坨…,0,0,0,负向,1,正向,0.2726125717163086,0.7273874282836914
比蜗牛还慢，送到的时候粥都撒了,0,0,0,负向,1,正向,0.12435117363929749,0.8756487965583801
送餐速度很快，但南瓜粥馊了还送！,0,0,0,负向,1,正向,0.08382167667150497,0.9161784052848816
速度很快，就是蔬菜沙拉没有酱，也没有筷子和勺,0,0,0,负向,1,正向,0.13959626853466034,0.8604037761688232
2小时到的，不过快递小哥挺辛苦的,0,0,0,负向,1,正向,0.25653791427612305,0.7434620261192322
下雨送的晚了点，煎饼口感不太好了,0,0,0,负向,1,正向,0.4882369935512543,0.5117630362510681
我点的一个扁豆焖面套餐，还单点了一个奶茶，还有一个煎饼，结果只给我了一杯奶茶，套餐的可乐没给我，客服电话还老打不通，送餐师傅也不容易，算了，习惯好评。希望店家能在网页上留下送餐师傅的电话好即时联系。,1,1,1,正向,0,负向,0.894362211227417,0.1056377962231636
薯条皮了，奶酪棒没味道,0,1,0,负向,1,正向,0.25041627883911133,0.7495837211608887
很棒，除了自己和老妈做的，也就他家的饭菜让我觉得可口了,1,1,1,正向,0,负向,0.6415665149688721,0.35843348503112793
什锦蘑菇有些腻，饭量挺大的…,1,1,1,正向,0,负向,0.8251868486404419,0.17481307685375214
"香锅味道与川成元味道相差甚远,无餐具,包装袋也不是川成园的！！",0,0,0,负向,1,正向,0.4323972165584564,0.567602813243866
粥很稀，卷饼厚，内容少，等待时间太漫长，服务态度还不错,0,0,0,负向,1,正向,0.25425833463668823,0.7457416653633118
味道很好，分量好像比在店吃的少。,0,0,0,负向,1,正向,0.05804990604519844,0.9419500827789307
忘记说甜酱和辣酱多加了，呵呵，新款很不错，配菜丰富很好吃！！,1,1,1,正向,0,负向,0.7968806624412537,0.2031193971633911
送餐及时，可以说很快！大冷的天儿还能保证食物温度真的很感谢配餐小哥儿，更好的是服务还周到,1,1,1,正向,0,负向,0.8736037611961365,0.1263962686061859
紫苏黄瓜油大了点。烧椒皮蛋醋多了辣椒吃起来发酸,1,1,1,正向,0,负向,0.5038540363311768,0.496146023273468
觉得只要在百度外卖订餐，就会很慢。从未准时过,0,0,0,负向,1,正向,0.483722448348999,0.5162774920463562
吃完一会就肚子疼，过一会就拉稀了，不想再说了，你明白吗,0,0,0,负向,1,正向,0.1356363296508789,0.8643636703491211
金手勺店内的菜不错来着，为什么外卖的这么差，都没我做的好吃，真的不想再评价！,0,0,0,负向,1,正向,0.4121001660823822,0.5878998637199402
还不错，就是时间太长了，催单两次，菜味道还不错,0,0,0,负向,1,正向,0.3597124218940735,0.6402875781059265
酸辣土豆丝为何放那么多生姜！,0,0,0,负向,1,正向,0.3191794157028198,0.680820643901825
腐竹烧肉跟肥肠调味偏酸，量挺足,0,0,0,负向,1,正向,0.4489758014678955,0.5510241985321045
说得再好也是虚的，只有自己吃了才知道。,1,1,1,正向,0,负向,0.5302058458328247,0.4697941839694977
肘子肉的很好，素的基本没有菜，只放了酱。送货速度还可以。不到一小时就到了。,1,1,1,正向,0,负向,0.8123672008514404,0.18763281404972076
昨天送的肉丝的大,0,0,0,负向,1,正向,0.17352822422981262,0.8264718055725098
东西挺好，有点儿辣有点儿咸。送餐速度慢哭了。。。。。。,0,0,0,负向,1,正向,0.09623505920171738,0.9037649631500244
饭和丸子是热的，大酱汤冰凉，外卖小哥挺好,0,0,0,负向,1,正向,0.4394272267818451,0.5605728030204773
不到半个小时就送到了，超快,1,1,1,正向,0,负向,0.88785719871521,0.11214283853769302
水煮肉味道非常好，菜量足，豆腐鲜嫩可口，方便，服务良好。,1,0,1,正向,0,负向,0.9116476774215698,0.08835235983133316
煲仔饭一如既往的好吃，但是鸡煲味道一般!,0,0,0,负向,1,正向,0.21716611087322235,0.7828338742256165
饼有点硬，个人口味吧，我不喜欢,0,0,0,负向,1,正向,0.19944755733013153,0.8005524277687073
好咸的酱香鸡腿啊！,1,1,1,正向,0,负向,0.6066861152648926,0.39331379532814026
口味一般，价格便宜，饭菜分装，包装很好，送的及时，性价比高。,0,0,0,负向,1,正向,0.4925871789455414,0.507412850856781
送货人员服务很好，只是点的菜品一般,0,0,0,负向,1,正向,0.17158176004886627,0.8284182548522949
"东西好吃,送餐超级慢,送来都快死了,昨天挺快的今天慢的要死。。。",1,1,1,正向,0,负向,0.6292507648468018,0.37074923515319824
煎饼不适合外卖，时间稍长就软塌了，,1,1,1,正向,0,负向,0.9355490207672119,0.06445099413394928
没有放辣椒，吃着不是很爽,1,1,1,正向,0,负向,0.9712932109832764,0.028706813231110573
味道一般为什么没有酱……,1,1,1,正向,0,负向,0.9594588279724121,0.04054122418165207
味道一般，但是服务和饭菜质量很好！,1,1,1,正向,0,负向,0.5849682688713074,0.41503167152404785
送外卖的小哥不认路啊，等的有点久啊,1,1,1,正向,0,负向,0.927715539932251,0.0722845047712326
很快，而且送了番茄酱和纸巾,1,1,1,正向,0,负向,0.5277336835861206,0.4722663164138794
傻x外卖，送餐速度跟sh1t一样,0,0,0,负向,1,正向,0.36467409133911133,0.6353259682655334
"你家不看备注的吗？我说了装两个袋,帮别人买的,还用一个袋,我怎么拿啊",1,1,1,正向,0,负向,0.9910222291946411,0.008977768011391163
包装挺好，土豆肉丝卷饼中的肉丝都是肥的，不好吃，土豆丝也一般,0,0,0,负向,1,正向,0.2321937084197998,0.7678062915802002
宇宙速度，下单5分钟就到。味道好，明天继续。,1,1,1,正向,0,负向,0.5099110007286072,0.49008893966674805
送餐不是一般的快，简直神速,1,1,1,正向,0,负向,0.6873390674591064,0.31266093254089355
稍微有点咸了,0,0,0,负向,1,正向,0.3443073332309723,0.6556926369667053
还行，就是速度好慢，一个多小时,1,1,1,正向,0,负向,0.7622453570365906,0.23775458335876465
估计是太远，不过味道倒是令人惊喜啊,1,1,1,正向,0,负向,0.5096806883811951,0.49031931161880493
从包装到味道总体还可以，就是小菜不怎么好吃，木耳还凑合，辣白菜根本不是那味儿！所以小菜再弄好点的话，还会多多支持！,0,0,0,负向,1,正向,0.2641128599643707,0.7358871698379517
送达晚了些，但是送了一瓶饮料，心情舒缓了些，好评,1,1,1,正向,0,负向,0.5241402387619019,0.47585973143577576
外送小伙儿很逗,1,1,1,正向,0,负向,0.7662018537521362,0.2337981015443802
还好，就是送的有点慢，饼都没有嚼劲了。,1,1,1,正向,0,负向,0.5431463122367859,0.4568537175655365
别的都很好，就是汤洒了。。。,0,0,0,负向,1,正向,0.13350670039653778,0.866493284702301
比别家鸡排小,1,1,1,正向,0,负向,0.5205681324005127,0.4794318974018097
梅菜好多，海带味道怪怪的,0,0,0,负向,1,正向,0.3419102132320404,0.658089816570282
下雨天送的有点晚了，饿了吃饭很香,0,0,0,负向,1,正向,0.30019742250442505,0.6998025178909302
扣肉好吃，红烧鱼块刺多味道也不好吃。,0,0,0,负向,1,正向,0.19818314909934998,0.8018168807029724
还可以，家常味道。下饭,1,1,1,正向,0,负向,0.5374837517738342,0.46251627802848816
维生素冒牌货配送还好,0,0,0,负向,1,正向,0.43529877066612244,0.5647011995315552
肥牛有点硬,0,0,0,负向,1,正向,0.3072628676891327,0.6927371025085449
味道不错，多放蔬菜会更好吃，但是突然发现里面有一条头发，有点那种感觉，你懂的，以后多注意点，做饭的人把帽子带好，千万别再发生这样的事,0,0,0,负向,1,正向,0.36548084020614624,0.6345191597938538
3个小时……,1,1,1,正向,0,负向,0.8185705542564392,0.1814294159412384
头一次用百度外卖，晚了近一个小时。,0,0,0,负向,1,正向,0.4722294807434082,0.5277705788612366
送餐超慢，对店家真是无语了。,0,0,0,负向,1,正向,0.4746420085430145,0.5253579616546631
饺子很不错，就是送餐的太慢了，下次希望百度能快一点,0,0,0,负向,1,正向,0.16014042496681213,0.8398595452308655
"有点凉了,煎饼不热乎就好吃了,不过能在这雨夹雪的夜晚在屋里等待晚餐也是很爽的一件事儿",1,1,1,正向,0,负向,0.9710909724235535,0.02890903502702713
味道一般。没有想象的好吃。,1,1,1,正向,0,负向,0.8872575163841248,0.11274255067110062
物美价廉！,1,1,1,正向,0,负向,0.5031496286392212,0.4968503713607788
盖子盖不好，送来的时候都洒了，咖啡品质越做越差。谢谢师傅大冷天的配送。这家星巴克店都对不起师傅这么辛苦的跑腿儿。,0,0,0,负向,1,正向,0.3648208677768707,0.6351791620254517
排骨饭油腻的很,0,0,0,负向,1,正向,0.411600261926651,0.5883997678756714
"为何没有发票,为何不开发票",1,1,1,正向,0,负向,0.9592463970184326,0.04075358435511589
味道还可以。,1,1,1,正向,0,负向,0.5103169679641724,0.48968297243118286
还行，豆腐脑味道不行,1,1,1,正向,0,负向,0.6396300196647644,0.36037003993988037
速度还可以！下着雨呢,1,1,1,正向,0,负向,0.5085524320602417,0.4914476275444031
味道还不错，就是菜品制作下一步就订单完成可以评价。。有点。。,0,0,0,负向,1,正向,0.030401771888136864,0.9695982336997986
快递员挺好，速度挺快,0,0,0,负向,1,正向,0.021079035475850105,0.9789209961891174
一个字：次,0,0,0,负向,1,正向,0.3917481303215027,0.6082518696784973
蟑螂还成对儿的啊,0,0,0,负向,1,正向,0.48747920989990234,0.5125208497047424
不错，服务很好,0,0,0,负向,1,正向,0.0193516593426466,0.9806483387947083
感谢送餐员大下雨就来,0,0,0,负向,1,正向,0.19938868284225464,0.8006113767623901
为什么圣代没有勺子？,1,1,1,正向,0,负向,0.8638127446174622,0.13618724048137665
味道还行~豆腐脑的卤淀粉可能多了,1,1,1,正向,0,负向,0.5048402547836304,0.49515974521636963
点了太多次了，味道很香,1,1,1,正向,0,负向,0.5716366767883301,0.42836326360702515
京酱肉丝太咸了,1,1,1,正向,0,负向,0.7302505373954773,0.2697494328022003
我说辣一点是在凉面里。卷饼里的全部都是辣椒超级啦只有两片都是肥肉。啦的我喷火其他还好啦。吃了你家很多次了怎么能这样伤人心啊,1,1,1,正向,0,负向,0.9770459532737732,0.022954061627388
还不错，送餐师傅很给力！,0,0,0,负向,1,正向,0.054789211601018906,0.9452108144760132
