text,label,raw_label,true_label,true_name,pred_label,pred_name,prob_0_负向,prob_1_正向
"味道还可以,大酱汤汤多料少,土豆比较多水果沙拉还不错",0,0,0,负向,1,正向,0.14948566257953644,0.8505143523216248
商家真的很在意备注留言，米饭给的很多，不要辣椒一点辣椒都没放。小黄鱼也没给炸干。就是觉得这次油不太好,1,1,1,正向,0,负向,0.9990567564964294,0.0009432489168830216
少了一个粥,0,0,0,负向,1,正向,0.4949773848056793,0.5050226449966431
除了粉之外，其他的配菜有点老,0,0,0,负向,1,正向,0.37045538425445557,0.6295446157455444
味道不错，能看到送餐员的行踪,1,1,1,正向,0,负向,0.5719782114028931,0.4280218780040741
"没有想象中好吃,没味道,可能,鱼香好吃点",0,1,0,负向,1,正向,0.2835353910923004,0.7164645791053772
香香哒粥～～～喝完暖暖哒～～～美味哒卷卷～～～还有美味哒菜与饭～～～好吃！！！,1,1,1,正向,0,负向,0.7420045733451843,0.2579954266548157
少一份南瓜粥,0,0,0,负向,1,正向,0.44101274013519287,0.5589872598648071
还行吧，份量挺大，就是煎饼里的油条都蔫了。整个煎饼被挤成了一坨…,0,0,0,负向,1,正向,0.12168685346841812,0.8783131241798401
比蜗牛还慢，送到的时候粥都撒了,0,0,0,负向,1,正向,0.21513840556144714,0.7848616242408752
送餐速度很快，但南瓜粥馊了还送！,0,0,0,负向,1,正向,0.007262946106493473,0.9927369952201843
速度很快，就是蔬菜沙拉没有酱，也没有筷子和勺,0,0,0,负向,1,正向,0.02704187110066414,0.9729581475257874
2小时到的，不过快递小哥挺辛苦的,0,0,0,负向,1,正向,0.04584474861621857,0.9541553258895874
下雨送的晚了点，煎饼口感不太好了,0,0,0,负向,1,正向,0.12199558317661285,0.8780044317245483
我点的一个扁豆焖面套餐，还单点了一个奶茶，还有一个煎饼，结果只给我了一杯奶茶，套餐的可乐没给我，客服电话还老打不通，送餐师傅也不容易，算了，习惯好评。希望店家能在网页上留下送餐师傅的电话好即时联系。,1,1,1,正向,0,负向,0.9453848004341125,0.05461522936820984
薯条皮了，奶酪棒没味道,0,1,0,负向,1,正向,0.11473378539085388,0.8852661848068237
什锦蘑菇有些腻，饭量挺大的…,1,1,1,正向,0,负向,0.9400724768638611,0.05992751941084862
