text,label,raw_label,true_label,true_name,pred_label,pred_name,prob_0_负向,prob_1_正向
商家真的很在意备注留言，米饭给的很多，不要辣椒一点辣椒都没放。小黄鱼也没给炸干。就是觉得这次油不太好,1,1,1,正向,0,负向,0.8569066524505615,0.14309334754943848
除了粉之外，其他的配菜有点老,0,0,0,负向,1,正向,0.34607040882110596,0.6539296507835388
"没有想象中好吃,没味道,可能,鱼香好吃点",0,1,0,负向,1,正向,0.17966096103191376,0.820339024066925
少一份南瓜粥,0,0,0,负向,1,正向,0.4929406940937042,0.5070592761039734
红烧鲫鱼简直无法直视，32块钱两条小小鱼，还没鱼缸里的锦鲤大呢，鱼肉非常少，薄薄的一层，鱼刺超级多，不说了，满满都是泪…,0,0,0,负向,1,正向,0.4157848656177521,0.5842151641845703
还行吧，份量挺大，就是煎饼里的油条都蔫了。整个煎饼被挤成了一坨…,0,0,0,负向,1,正向,0.41722846031188965,0.5827715396881104
送餐速度很快，但南瓜粥馊了还送！,0,0,0,负向,1,正向,0.10556965321302414,0.8944303393363953
2小时到的，不过快递小哥挺辛苦的,0,0,0,负向,1,正向,0.38764041662216187,0.6123595237731934
我点的一个扁豆焖面套餐，还单点了一个奶茶，还有一个煎饼，结果只给我了一杯奶茶，套餐的可乐没给我，客服电话还老打不通，送餐师傅也不容易，算了，习惯好评。希望店家能在网页上留下送餐师傅的电话好即时联系。,1,1,1,正向,0,负向,0.9099753499031067,0.09002465009689331
粥有些腥，饼有点腻,1,1,1,正向,0,负向,0.5523941516876221,0.4476059079170227
很棒，除了自己和老妈做的，也就他家的饭菜让我觉得可口了,1,1,1,正向,0,负向,0.7613236308097839,0.2386763095855713
什锦蘑菇有些腻，饭量挺大的…,1,1,1,正向,0,负向,0.7175716757774353,0.2824283242225647
肉里夹着一根头发！整盆都黑乎乎的让人看着不敢吃！就是一大盆黑色！打商家电话提示空号……太无语了！,0,0,0,负向,1,正向,0.3363404870033264,0.6636594533920288
"香锅味道与川成元味道相差甚远,无餐具,包装袋也不是川成园的！！",0,0,0,负向,1,正向,0.28663626313209534,0.7133637070655823
味道很好，分量好像比在店吃的少。,0,0,0,负向,1,正向,0.188974991440773,0.8110250234603882
第一次点餐，太惊艳了，在这种雾霾天，下单之后20分钟就送到了，还没品尝，直接全给五星好评，外卖小哥辛苦了，你们要注意身体哦，么么哒,1,1,1,正向,0,负向,0.8423689007759094,0.1576310694217682
紫苏黄瓜油大了点。烧椒皮蛋醋多了辣椒吃起来发酸,1,1,1,正向,0,负向,0.7007024884223938,0.2992974519729614
跟图差别很大,0,0,0,负向,1,正向,0.47474420070648193,0.5252557992935181
还不错，就是时间太长了，催单两次，菜味道还不错,0,0,0,负向,1,正向,0.18808086216449738,0.8119191527366638
酸辣土豆丝为何放那么多生姜！,0,0,0,负向,1,正向,0.4096066653728485,0.5903933048248291
说得再好也是虚的，只有自己吃了才知道。,1,1,1,正向,0,负向,0.9069817662239075,0.09301821142435074
肘子肉的很好，素的基本没有菜，只放了酱。送货速度还可以。不到一小时就到了。,1,1,1,正向,0,负向,0.8281877636909485,0.17181216180324554
昨天送的肉丝的大,0,0,0,负向,1,正向,0.3836069703102112,0.6163930892944336
东西挺好，有点儿辣有点儿咸。送餐速度慢哭了。。。。。。,0,0,0,负向,1,正向,0.39469683170318604,0.605303168296814
"味道就那样把,盖浇饭挺难吃的",0,0,0,负向,1,正向,0.41894128918647766,0.5810587406158447
饭和丸子是热的，大酱汤冰凉，外卖小哥挺好,0,0,0,负向,1,正向,0.44241344928741455,0.5575864911079407
不到半个小时就送到了，超快,1,1,1,正向,0,负向,0.5893627405166626,0.4106372594833374
"肉卷吃的我有点腻,个人口味的问题吧,皮蛋瘦肉粥不错",1,1,1,正向,0,负向,0.719549298286438,0.2804507315158844
煲仔饭一如既往的好吃，但是鸡煲味道一般!,0,0,0,负向,1,正向,0.2499096840620041,0.7500903010368347
没有店里的好吃,0,0,0,负向,1,正向,0.3864380717277527,0.6135619282722473
还好吧。饼的口味差点儿,1,1,1,正向,0,负向,0.6743414402008057,0.32565855979919434
热饮也有大杯就好了，中杯不够喝的,1,1,1,正向,0,负向,0.5483579039573669,0.4516420364379883
速度很快，但是鴨脖口味你確定給我拿對了？！,0,0,0,负向,1,正向,0.46541157364845276,0.5345884561538696
口味一般，价格便宜，饭菜分装，包装很好，送的及时，性价比高。,0,0,0,负向,1,正向,0.39038074016571045,0.6096192002296448
味道还不错，包装也不错，套餐有皮蛋瘦肉粥和老醋花生，但是送餐时间实在是有点不能忍。。。望改进,0,0,0,负向,1,正向,0.38126590847969055,0.6187341213226318
送货人员服务很好，只是点的菜品一般,0,0,0,负向,1,正向,0.13853712379932404,0.8614628911018372
"东西好吃,送餐超级慢,送来都快死了,昨天挺快的今天慢的要死。。。",1,1,1,正向,0,负向,0.6472727060317993,0.3527272045612335
煎饼不适合外卖，时间稍长就软塌了，,1,1,1,正向,0,负向,0.70780348777771,0.29219651222229004
没有放辣椒，吃着不是很爽,1,1,1,正向,0,负向,0.7278697490692139,0.27213025093078613
味道一般为什么没有酱……,1,1,1,正向,0,负向,0.9399763345718384,0.060023751109838486
卷很好吃，雞腿就沒什麼入味了，推薦到店裡面吃吧，送餐太慢了，如果是生意太好配送有困難，建議之後取消配送服務，別送了。,0,0,0,负向,1,正向,0.21791599690914154,0.7820839881896973
酱太多了，口味太重,1,1,1,正向,0,负向,0.6156228184700012,0.3843771517276764
外卖员不进园区,0,0,0,负向,1,正向,0.4625241458415985,0.5374758243560791
送外卖的小哥不认路啊，等的有点久啊,1,1,1,正向,0,负向,0.584331750869751,0.41566818952560425
很喜欢，一周已经喝了四次了。最爱手榨柠檬绿,1,1,1,正向,0,负向,0.7384032607078552,0.26159676909446716
第一次用感觉太差了，比在店里吃少了一半的量,0,0,0,负向,1,正向,0.40053775906562805,0.5994622111320496
今天送餐小哥说第一次上班，本来挺生气的，后来也慢慢消去了，人家也一直赔礼道歉的，也就无所谓了，下午收到公司短信，说由于餐未按时送到，退我50%订单款作为补偿，心头顿时感觉暖暖哒，现如今只有这样的服务才能吸引人哈，但是想到那个第一天上班的送餐小哥，也挺不容易哒！,0,0,0,负向,1,正向,0.18790116906166077,0.8120988011360168
傻x外卖，送餐速度跟sh1t一样,0,0,0,负向,1,正向,0.3979169428348541,0.6020829677581787
"你家不看备注的吗？我说了装两个袋,帮别人买的,还用一个袋,我怎么拿啊",1,1,1,正向,0,负向,0.8917472958564758,0.10825274139642715
鸡肉有点腥,0,0,0,负向,1,正向,0.4853643774986267,0.5146355628967285
包装挺好，土豆肉丝卷饼中的肉丝都是肥的，不好吃，土豆丝也一般,0,0,0,负向,1,正向,0.2629227936267853,0.7370772361755371
饭和菜一共就半碗，一个鸡蛋也没熟，没肉，30，真差！恶心！,0,0,0,负向,1,正向,0.4746285676956177,0.5253714323043823
太快了！！简直是神速啊！！！,1,1,1,正向,0,负向,0.6096645593643188,0.39033547043800354
送餐不是一般的快，简直神速,1,1,1,正向,0,负向,0.6674501299858093,0.33254989981651306
牛肉几片，很明显量超少啊，15大洋不值,0,0,0,负向,1,正向,0.31321775913238525,0.6867823004722595
配送速度有点慢,0,0,0,负向,1,正向,0.4767095446586609,0.5232903957366943
配送员像2B一样，少了那么多东西也不看看就送，然后一脸不关我事的样子，真心让人受不了！麻烦招配送员的时候也用点心好吗，这个实在是太气人了，送不来爱少不少，爱吃不吃的样子很想让人抽他！,0,0,0,负向,1,正向,0.4755365550518036,0.524463415145874
不说别的这次速度满分，希望加大量吧。,1,1,1,正向,0,负向,0.5586724281311035,0.44132766127586365
味道不是太好,0,0,0,负向,1,正向,0.48792311549186707,0.5120769739151001
送餐小伙子可贴心了，还帮我妈把垃圾随手带下楼了，超级赞！,1,1,1,正向,0,负向,0.9370432496070862,0.06295669823884964
红豆布丁奶茶太甜。烤珍珠一直美味,1,1,1,正向,0,负向,0.7116114497184753,0.28838855028152466
服务态度极差！,0,0,0,负向,1,正向,0.28169551491737366,0.718304455280304
稍微有点咸了,0,0,0,负向,1,正向,0.35544437170028687,0.6445556282997131
还行，就是速度好慢，一个多小时,1,1,1,正向,0,负向,0.5047507882118225,0.4952492117881775
饭菜做的不错，送餐速度有些慢，要是能快些就好了,0,0,0,负向,1,正向,0.4404433071613312,0.5595567226409912
没给我果汁!!!!!心塞,0,0,0,负向,1,正向,0.4923168420791626,0.5076831579208374
估计是太远，不过味道倒是令人惊喜啊,1,1,1,正向,0,负向,0.5974909663200378,0.40250906348228455
从包装到味道总体还可以，就是小菜不怎么好吃，木耳还凑合，辣白菜根本不是那味儿！所以小菜再弄好点的话，还会多多支持！,0,0,0,负向,1,正向,0.2588237226009369,0.7411763072013855
速度很快，送了蘸酱，但是上次电话订餐没有送。孩子喜欢吃马盏糕和小笼包,1,1,1,正向,0,负向,0.8122066855430603,0.1877932846546173
送达晚了些，但是送了一瓶饮料，心情舒缓了些，好评,1,1,1,正向,0,负向,0.57242351770401,0.4275764524936676
"离学校近,很方便",1,1,1,正向,0,负向,0.5208780765533447,0.4791218936443329
牛蛙就三块.真的,0,0,0,负向,1,正向,0.29756447672843933,0.7024356126785278
还好，就是送的有点慢，饼都没有嚼劲了。,1,1,1,正向,0,负向,0.6511256694793701,0.34887439012527466
"送的挺快的,但是饼子不热,夹得肉好少没以前吃的时候多了",0,0,0,负向,1,正向,0.4471704959869385,0.5528295040130615
"配送的又准时又快速。,肘子味道好就是量太少，鸡丁一般。",1,1,1,正向,0,负向,0.538646936416626,0.461353063583374
别的都很好，就是汤洒了。。。,0,0,0,负向,1,正向,0.1549718677997589,0.8450281620025635
梅菜好多，海带味道怪怪的,0,0,0,负向,1,正向,0.164291650056839,0.8357083201408386
扣肉好吃，红烧鱼块刺多味道也不好吃。,0,0,0,负向,1,正向,0.3076717257499695,0.6923282742500305
很快。而且我就在一楼今天第一次给我送上门了，之前两次都是自己出去拿的,1,1,1,正向,0,负向,0.7771495580673218,0.2228504717350006
河粉量很大，配汤略咸,0,0,0,负向,1,正向,0.26688894629478455,0.7331110835075378
12块钱的疙瘩汤就一小盒，太坑爹了,0,0,0,负向,1,正向,0.39913174510002136,0.6008682250976562
海参怎么是生的，没法吃，郁闷,0,0,0,负向,1,正向,0.48374220728874207,0.5162577629089355
维生素冒牌货配送还好,0,0,0,负向,1,正向,0.4663885235786438,0.533611536026001
每次都棒哒哒的！超赞！,1,1,1,正向,0,负向,0.6514843702316284,0.34851565957069397
肥牛有点硬,0,0,0,负向,1,正向,0.40235304832458496,0.5976470112800598
味道不错，多放蔬菜会更好吃，但是突然发现里面有一条头发，有点那种感觉，你懂的，以后多注意点，做饭的人把帽子带好，千万别再发生这样的事,0,0,0,负向,1,正向,0.03789772093296051,0.9621022343635559
意面好难吃,0,0,0,负向,1,正向,0.41367995738983154,0.5863200426101685
3个小时……,1,1,1,正向,0,负向,0.8492251038551331,0.15077495574951172
"包装很漂亮,可惜味道偏甜不合口味",1,1,1,正向,0,负向,0.5516979694366455,0.44830211997032166
调味还不错，牛蛙肉老，米饭不好吃,0,0,0,负向,1,正向,0.42760273814201355,0.5723972916603088
大盘鸡没面,0,0,0,负向,1,正向,0.3709452450275421,0.6290547251701355
排骨不错，丸子不好吃。很不好吃,0,1,0,负向,1,正向,0.3356965482234955,0.6643033623695374
饺子很不错，就是送餐的太慢了，下次希望百度能快一点,0,0,0,负向,1,正向,0.2150402069091797,0.7849597930908203
"有点凉了,煎饼不热乎就好吃了,不过能在这雨夹雪的夜晚在屋里等待晚餐也是很爽的一件事儿",1,1,1,正向,0,负向,0.8758847117424011,0.12411531805992126
味道一般。没有想象的好吃。,1,1,1,正向,0,负向,0.8103786110877991,0.18962138891220093
盖子盖不好，送来的时候都洒了，咖啡品质越做越差。谢谢师傅大冷天的配送。这家星巴克店都对不起师傅这么辛苦的跑腿儿。,0,0,0,负向,1,正向,0.48841315507888794,0.5115869045257568
海带汤里面有很大的蛋壳,0,0,0,负向,1,正向,0.43251267075538635,0.567487359046936
排骨饭油腻的很,0,0,0,负向,1,正向,0.21962496638298035,0.780375063419342
"为何没有发票,为何不开发票",1,1,1,正向,0,负向,0.8854734301567078,0.11452651023864746
真的不好吃，不过按照我的要求做了，谢谢,0,0,0,负向,1,正向,0.49404972791671753,0.5059503316879272
味道还不错，就是菜品制作下一步就订单完成可以评价。。有点。。,0,0,0,负向,1,正向,0.2514062523841858,0.748593807220459
快递员挺好，速度挺快,0,0,0,负向,1,正向,0.05029164254665375,0.9497084021568298
白肉多，腥味重,0,0,0,负向,1,正向,0.4085369110107422,0.5914630889892578
蟑螂还成对儿的啊,0,0,0,负向,1,正向,0.3423998951911926,0.6576000452041626
不错，服务很好,0,0,0,负向,1,正向,0.02288622036576271,0.9771137833595276
感谢送餐员大下雨就来,0,0,0,负向,1,正向,0.22484628856182098,0.7751536965370178
为什么圣代没有勺子？,1,1,1,正向,0,负向,0.8972381949424744,0.10276179015636444
炸花生米量大，但发干。肉夹馍肉多，但馍硬。蛋炒饭火候不错，但油大。总体都还行，但又都欠那么一点。,0,0,0,负向,1,正向,0.29090002179145813,0.7090999484062195
面条给的少，我饭量大，吃不饱。味道挺好。,0,0,0,负向,1,正向,0.45740175247192383,0.5425981879234314
点了太多次了，味道很香,1,1,1,正向,0,负向,0.6356052160263062,0.36439481377601624
京酱肉丝太咸了,1,1,1,正向,0,负向,0.6619544625282288,0.33804553747177124
店家老板请交待店员不同馅的饺子不要混装一个盒子，我很反感这种做法。,0,0,0,负向,1,正向,0.4917299747467041,0.5082700252532959
我说辣一点是在凉面里。卷饼里的全部都是辣椒超级啦只有两片都是肥肉。啦的我喷火其他还好啦。吃了你家很多次了怎么能这样伤人心啊,1,1,1,正向,0,负向,0.9521967768669128,0.047803252935409546
订了个京酱肉丝，送来个鱼香肉丝,1,1,1,正向,0,负向,0.5369676947593689,0.46303224563598633
还不错，送餐师傅很给力！,0,0,0,负向,1,正向,0.06006287783384323,0.9399371147155762
餐不错，速度慢,0,0,0,负向,1,正向,0.1881072074174881,0.8118928074836731
粉很好吃，就是配送员找不到位置还一直埋怨，送来时已经坨了！,0,0,0,负向,1,正向,0.03188089653849602,0.9681191444396973
我的午餐首选品牌…,1,1,1,正向,0,负向,0.5852967500686646,0.41470324993133545
送的及时，但是鸡柳煎饼给的普通煎饼。豆腐脑两碗，勺子只给一个。,0,0,0,负向,1,正向,0.4038664996623993,0.5961334705352783
"态度很好,地址填错了还是给我跑了一趟,没有表现出不愿意的样子,为了这个快递员,我写了评论",1,1,1,正向,0,负向,0.8843240737915039,0.11567593365907669
总体还好了，就是油太大…,0,0,0,负向,1,正向,0.2010488212108612,0.7989512085914612
送的挺快的,0,0,0,负向,1,正向,0.3090311288833618,0.6909688711166382
虽然价格便宜，但是煎饼外卖真的不好吃！薄脆都不脆了，鸡柳也软了。。,0,0,0,负向,1,正向,0.2919750213623047,0.7080249786376953
巨慢无比，我催单，店家态度还很恶劣,0,0,0,负向,1,正向,0.2663470208644867,0.7336530089378357
海螺是剩了俩月的？难吃的要死…直接扔掉，第一次买，最后一次买,0,0,0,负向,1,正向,0.45107489824295044,0.5489250421524048
我订的是套餐，怎么只给我送单点的？,1,1,1,正向,0,负向,0.8626286387443542,0.13737131655216217
"还可以吧,毕竟价格不高",0,0,0,负向,1,正向,0.3971852660179138,0.6028147339820862
"1、尖椒土豆丝，说好的尖椒呢。。。全是土豆丝。,2、大号的卷饼，有点太大了。。。。。。,3、粥不错",1,1,1,正向,0,负向,0.9266687035560608,0.0733313038945198
汤咸的要命,0,0,0,负向,1,正向,0.41654300689697266,0.5834570527076721
配送速度很慢。,0,0,0,负向,1,正向,0.4374372959136963,0.5625627040863037
没送我饮料，妈蛋,0,0,0,负向,1,正向,0.30121469497680664,0.6987853646278381
花卷太好吃，每次都买很多。如果再增加一些粗粮就更好了。,1,1,1,正向,0,负向,0.5607849955558777,0.4392150342464447
纯素的，不是很好，感觉菜上撒的酱,1,1,1,正向,0,负向,0.5188840627670288,0.4811159670352936
菜挺好的，就是太慢，一个多小时才到,1,1,1,正向,0,负向,0.688875675201416,0.311124324798584
蔬菜沙拉没送,0,0,0,负向,1,正向,0.31776702404022217,0.6822329759597778
有点慢，其他的还好,1,1,1,正向,0,负向,0.6249989867210388,0.3750009834766388
怎么说呢，最满意的是包装，哈哈，味道和想象的差好远，饼好硬，哎╮(╯▽╰)╭，不过挺便宜的,0,0,0,负向,1,正向,0.08880084753036499,0.911199152469635
"量太小了,那么大一盒就几块",0,0,0,负向,1,正向,0.4770517647266388,0.5229482650756836
老汤捞饭味道有点奇怪，有点咸,0,0,0,负向,1,正向,0.24564513564109802,0.7543548941612244
肘子有点腻,0,0,0,负向,1,正向,0.4109190106391907,0.5890809297561646
肥牛根本不是肥牛，干巴巴的,0,0,0,负向,1,正向,0.2925530672073364,0.7074468731880188
没有到店好吃，区别好大，,0,0,0,负向,1,正向,0.42373061180114746,0.5762693881988525
今天的土豆是烂的，而且没有一滴油！！！,1,1,1,正向,0,负向,0.9657914638519287,0.034208450466394424
好奇怪的味道,0,0,0,负向,1,正向,0.21131902933120728,0.7886809706687927
香肠炒面不好,0,0,0,负向,1,正向,0.363601416349411,0.6363986134529114
过节果然不一样，忒快了！建议豆腐脑换成小的沙拉更好了,1,1,1,正向,0,负向,0.8651449680328369,0.13485507667064667
送的有点慢，总体评价还行,0,0,0,负向,1,正向,0.2984064817428589,0.7015935182571411
包子涼的，湯涼的⋯,0,0,0,负向,1,正向,0.3536851704120636,0.646314799785614
"还可以吧,味道可以再辣点",0,0,0,负向,1,正向,0.43365412950515747,0.5663458704948425
烂就一个字，把老婆都气炸了！！！坚决屏蔽,0,0,0,负向,1,正向,0.47162455320358276,0.528375506401062
饭还凑合，一直都订你家的，今天居然晚了1小时，打电话询问服务员还一副我欠她钱的样子，真是够了，哦，呵呵。地址离店走路也就20分钟，现在居然完1小时,0,0,0,负向,1,正向,0.43920421600341797,0.5607957243919373
"这次送餐时间有些长,打电话去催,客服服务很好,送餐员服务也很好,菜也是热的,所以还是五星啦！不过土豆肉丝卷基本没有肉",1,1,1,正向,0,负向,0.8829383254051208,0.11706172674894333
