text,label,raw_label,true_label,true_name,pred_label,pred_name,prob_0_负向,prob_1_正向
"味道还可以,大酱汤汤多料少,土豆比较多水果沙拉还不错",0,0,0,负向,1,正向,0.2654937207698822,0.7345062494277954
商家真的很在意备注留言，米饭给的很多，不要辣椒一点辣椒都没放。小黄鱼也没给炸干。就是觉得这次油不太好,1,1,1,正向,0,负向,0.884580135345459,0.11541983485221863
不错，就定他们家的1!！！！！！！！,1,1,1,正向,0,负向,0.5844937562942505,0.4155062139034271
豆子特别硬，压根看不见肉,0,0,0,负向,1,正向,0.4400987923145294,0.559901237487793
除了粉之外，其他的配菜有点老,0,0,0,负向,1,正向,0.3608737587928772,0.639126181602478
这个鸡排就看不到鸡肉了，量足还行吧,0,0,0,负向,1,正向,0.4149579703807831,0.5850420594215393
"没有想象中好吃,没味道,可能,鱼香好吃点",0,1,0,负向,1,正向,0.15425710380077362,0.84574294090271
红烧鲫鱼简直无法直视，32块钱两条小小鱼，还没鱼缸里的锦鲤大呢，鱼肉非常少，薄薄的一层，鱼刺超级多，不说了，满满都是泪…,0,0,0,负向,1,正向,0.49619829654693604,0.503801703453064
还行吧，份量挺大，就是煎饼里的油条都蔫了。整个煎饼被挤成了一坨…,0,0,0,负向,1,正向,0.470073401927948,0.529926598072052
辣口，比较油腻，一共五六块鱼，其中两块是头骨。没吃饱。。。,0,0,0,负向,1,正向,0.3879152238368988,0.6120848059654236
包装牛逼，送餐速度……咳咳……,0,0,0,负向,1,正向,0.479209303855896,0.520790696144104
送餐速度很快，但南瓜粥馊了还送！,0,0,0,负向,1,正向,0.12616436183452606,0.8738356232643127
距离饭店就200米的路程，点了个外卖，晚到40分钟。,0,0,0,负向,1,正向,0.38476040959358215,0.6152396202087402
速度很快，就是蔬菜沙拉没有酱，也没有筷子和勺,0,0,0,负向,1,正向,0.4661652445793152,0.5338347554206848
2小时到的，不过快递小哥挺辛苦的,0,0,0,负向,1,正向,0.24357065558433533,0.7564293742179871
下雨送的晚了点，煎饼口感不太好了,0,0,0,负向,1,正向,0.46749749779701233,0.5325025320053101
我点的一个扁豆焖面套餐，还单点了一个奶茶，还有一个煎饼，结果只给我了一杯奶茶，套餐的可乐没给我，客服电话还老打不通，送餐师傅也不容易，算了，习惯好评。希望店家能在网页上留下送餐师傅的电话好即时联系。,1,1,1,正向,0,负向,0.6773729920387268,0.3226270377635956
粥有些腥，饼有点腻,1,1,1,正向,0,负向,0.5331171154975891,0.4668828845024109
很棒，除了自己和老妈做的，也就他家的饭菜让我觉得可口了,1,1,1,正向,0,负向,0.5134887099266052,0.4865112900733948
什锦蘑菇有些腻，饭量挺大的…,1,1,1,正向,0,负向,0.7429964542388916,0.2570036053657532
肉里夹着一根头发！整盆都黑乎乎的让人看着不敢吃！就是一大盆黑色！打商家电话提示空号……太无语了！,0,0,0,负向,1,正向,0.22741833329200745,0.7725816369056702
"香锅味道与川成元味道相差甚远,无餐具,包装袋也不是川成园的！！",0,0,0,负向,1,正向,0.1938936710357666,0.8061062693595886
粥很稀，卷饼厚，内容少，等待时间太漫长，服务态度还不错,0,0,0,负向,1,正向,0.36271050572395325,0.6372895836830139
味道很好，分量好像比在店吃的少。,0,0,0,负向,1,正向,0.1432476043701172,0.856752336025238
紫苏黄瓜油大了点。烧椒皮蛋醋多了辣椒吃起来发酸,1,1,1,正向,0,负向,0.6232856512069702,0.37671443819999695
我点得鸡腿！给我送错辣！,0,0,0,负向,1,正向,0.490163117647171,0.5098368525505066
还不错，就是时间太长了，催单两次，菜味道还不错,0,0,0,负向,1,正向,0.2431006282567978,0.756899356842041
酸辣土豆丝为何放那么多生姜！,0,0,0,负向,1,正向,0.368130087852478,0.631869912147522
说得再好也是虚的，只有自己吃了才知道。,1,1,1,正向,0,负向,0.8773329257965088,0.1226670891046524
肘子肉的很好，素的基本没有菜，只放了酱。送货速度还可以。不到一小时就到了。,1,1,1,正向,0,负向,0.7199506163597107,0.2800494432449341
昨天送的肉丝的大,0,0,0,负向,1,正向,0.334430456161499,0.665569543838501
二十分钟到了，太给力，大赞,1,1,1,正向,0,负向,0.5086043477058411,0.49139562249183655
东西挺好，有点儿辣有点儿咸。送餐速度慢哭了。。。。。。,0,0,0,负向,1,正向,0.2899521291255951,0.7100479006767273
饭和丸子是热的，大酱汤冰凉，外卖小哥挺好,0,0,0,负向,1,正向,0.23679719865322113,0.7632028460502625
不到半个小时就送到了，超快,1,1,1,正向,0,负向,0.5934926867485046,0.406507283449173
煲仔饭一如既往的好吃，但是鸡煲味道一般!,0,0,0,负向,1,正向,0.37293243408203125,0.6270675659179688
没有店里的好吃,0,0,0,负向,1,正向,0.46031099557876587,0.5396889448165894
还好吧。饼的口味差点儿,1,1,1,正向,0,负向,0.5192467570304871,0.4807532727718353
